Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp
219,24.61,1.0590000000000002,1.0170000000000001,5.46,0.0,35.91,30.28,60,1.048,70.0,1.5,Specific Gravity,All Grain,,22.22
220,50.0,1.0759999999999998,1.0190000000000001,7.46,87.95,10.9,50.0,90,1.0759999999999998,80.0,3.0,Specific Gravity,All Grain,0.75,20.0
221,50.0,1.073,1.012,7.95,46.3,4.61,60.0,60,1.061,75.0,,Specific Gravity,All Grain,0.35,20.0
222,41.64,1.057,1.0170000000000001,5.25,45.3,6.39,49.21,90,1.048,65.0,1.3,Specific Gravity,All Grain,1.25,21.11
223,37.85,1.074,1.023,6.77,46.14,4.46,45.42,60,1.062,75.0,1.25,Specific Gravity,All Grain,0.35,20.0
224,19.87,1.064,1.014,6.5,43.78,4.65,22.52,60,1.056,84.0,1.6,Specific Gravity,All Grain,0.5,18.33
225,20.82,1.074,1.0190000000000001,7.22,129.64,21.22,26.5,60,1.058,71.0,1.0,Specific Gravity,All Grain,0.75,18.33
226,9.46,1.063,1.015,6.31,44.75,16.38,15.14,90,1.0390000000000001,55.0,,Specific Gravity,BIAB,,
227,9.46,1.0659999999999998,1.02,6.02,145.6,12.45,5.68,60,1.109,35.0,,Specific Gravity,extract,0.35,21.11
228,20.82,1.063,1.013,6.65,27.44,6.27,28.39,90,1.046,75.0,1.5,Specific Gravity,All Grain,,23.33
229,7.57,1.063,1.012,6.7,31.23,3.69,7.57,60,1.063,35.0,,Specific Gravity,extract,0.35,22.22
230,20.82,1.0590000000000002,1.015,5.82,22.87,5.43,28.39,60,1.044,60.0,1.25,Specific Gravity,All Grain,,
231,22.71,1.051,1.014,4.87,29.62,21.66,28.39,60,1.041,70.0,1.5,Specific Gravity,All Grain,0.75,19.44
232,37.85,1.0659999999999998,1.011,7.23,93.14,7.73,48.07,60,1.052,66.0,1.5,Specific Gravity,All Grain,0.5,17.78
233,20.82,1.06,1.0170000000000001,5.7,27.44,15.32,26.5,60,1.047,70.0,1.5,Specific Gravity,All Grain,0.35,20.0
234,18.93,1.04,1.0090000000000001,4.07,54.8,21.89,22.71,60,1.034,60.0,1.5,Specific Gravity,All Grain,,
235,20.82,1.052,1.014,5.07,35.1,11.14,28.39,90,1.038,70.0,1.2,Specific Gravity,All Grain,1.0,20.0
236,20.82,1.064,1.015,6.44,44.07,41.91,28.39,60,1.047,70.0,1.5,Specific Gravity,All Grain,0.75,20.56
237,23.0,1.047,1.012,4.63,0.4,6.59,7.0,30,1.155,70.0,,Specific Gravity,Partial Mash,,
238,20.82,1.06,1.013,6.14,35.58,9.66,26.5,60,1.047,67.0,1.5,Specific Gravity,All Grain,0.75,20.0
239,43.53,1.065,1.015,6.61,180.26,5.31,53.0,60,1.054,69.0,1.25,Specific Gravity,All Grain,,
240,21.77,1.0659999999999998,1.016,6.59,63.6,39.3,33.12,75,1.044,76.0,1.3,Specific Gravity,All Grain,1.0,20.0
241,19.87,1.056,1.0170000000000001,5.17,21.57,15.3,20.82,70,1.034,60.0,,Specific Gravity,Partial Mash,,20.0
242,50.0,1.072,1.018,7.08,78.48,20.61,55.0,60,1.065,70.0,1.5,Specific Gravity,All Grain,,
243,20.82,1.041,1.01,4.04,65.95,6.54,26.5,60,1.032,75.0,,Specific Gravity,BIAB,0.5,16.67
244,18.93,1.058,1.012,6.25,31.34,28.01,26.5,60,1.042,65.0,,Specific Gravity,All Grain,0.35,20.0
245,20.82,1.053,1.013,5.31,23.08,5.14,26.5,60,1.042,35.0,,Specific Gravity,extract,0.35,22.22
246,20.82,1.072,1.018,7.1,34.94,37.37,28.39,60,1.053,75.0,0.7,Specific Gravity,All Grain,,
247,84.0,1.048,1.011,4.87,42.88,5.33,95.0,60,1.042,82.0,3.0,Specific Gravity,All Grain,,20.0
248,18.93,1.073,1.018,7.12,37.27,6.6,26.5,60,1.052,65.0,,Specific Gravity,BIAB,0.75,22.22
249,60.0,1.048,1.01,5.01,19.34,4.25,70.0,90,1.042,70.0,3.0,Specific Gravity,All Grain,1.0,20.0
250,21.0,1.06,1.012,6.5,64.68,6.65,28.5,60,1.044,70.0,2.7,Specific Gravity,All Grain,0.5,
251,22.71,1.1079999999999999,1.023,11.16,99.5,11.07,30.28,60,1.081,80.0,,Specific Gravity,BIAB,1.25,21.11
252,20.82,1.067,1.0170000000000001,6.64,35.05,9.46,23.47,90,1.06,70.0,1.6,Specific Gravity,All Grain,1.0,18.33
253,23.0,1.0490000000000002,1.01,5.1,39.82,11.04,28.5,60,1.04,75.0,3.0,Specific Gravity,All Grain,,18.0
254,21.0,11.7951,3.08009,4.65,18.88,3.12,25.0,60,10.0,75.0,3.0,Plato,All Grain,0.35,19.0
255,21.77,1.063,1.015,6.34,65.65,33.51,29.64,60,1.046,73.0,,Specific Gravity,BIAB,1.0,19.44
256,3.79,1.073,1.026,6.12,45.81,37.38,4.73,60,1.058,70.0,1.5,Specific Gravity,All Grain,,
257,23.0,1.053,1.015,4.96,26.51,11.15,28.5,60,1.043,80.0,2.0,Specific Gravity,All Grain,,
258,5.0,1.065,1.008,7.5,26.44,8.13,7.0,90,1.047,86.0,,Specific Gravity,BIAB,,
259,20.82,1.0490000000000002,1.011,5.02,52.19,5.49,24.61,60,1.042,70.0,1.5,Specific Gravity,All Grain,,21.11
260,18.93,1.061,1.015,5.99,25.35,22.25,5.68,60,1.203,35.0,,Specific Gravity,extract,,
261,18.93,1.054,1.012,5.51,28.82,12.0,26.5,60,1.038,75.0,10.0,Specific Gravity,All Grain,,
262,23.0,1.051,1.0090000000000001,5.59,109.35,7.5,30.3,60,1.0390000000000001,70.0,,Specific Gravity,BIAB,,19.0
263,20.82,1.057,1.014,5.64,84.26,10.59,28.39,70,1.042,67.0,,Specific Gravity,All Grain,,23.33
264,19.0,1.054,1.01,5.7,55.87,5.94,11.0,60,1.093,100.0,,Specific Gravity,extract,,21.0
265,20.0,1.058,1.012,6.15,25.53,14.24,24.0,60,1.0490000000000002,70.0,3.0,Specific Gravity,All Grain,0.35,17.0
266,20.82,1.071,1.014,7.58,70.76,17.89,26.5,60,1.056,70.0,1.5,Specific Gravity,All Grain,,
267,19.87,1.052,1.013,5.16,33.5,20.49,15.14,60,1.069,35.0,,Specific Gravity,extract,,
268,15.14,1.07,1.018,6.77,38.47,9.66,18.93,60,1.056,75.0,1.5,Specific Gravity,All Grain,,18.33
269,22.71,1.046,1.01,4.73,28.76,13.49,32.18,90,1.033,75.0,1.75,Specific Gravity,All Grain,1.0,16.67
270,20.82,1.051,1.014,4.85,18.28,18.63,26.5,60,1.04,75.0,1.5,Specific Gravity,All Grain,1.0,18.33
271,21.77,1.072,1.016,7.31,60.54,11.09,28.39,60,1.055,70.0,1.41,Specific Gravity,All Grain,,
272,9.46,1.052,1.013,5.14,28.48,11.41,14.2,60,1.035,35.0,,Specific Gravity,extract,,
273,24.61,1.061,1.016,5.94,84.74,5.36,28.39,60,1.053,80.0,,Specific Gravity,BIAB,,
274,20.82,1.055,1.014,5.41,39.99,4.22,11.36,60,1.101,35.0,,Specific Gravity,extract,,18.89
275,18.93,1.061,1.016,5.8,36.2,17.43,11.36,60,1.101,45.0,,Specific Gravity,extract,,
276,21.0,1.055,1.014,5.45,0.0,15.9,28.5,60,1.041,80.0,3.0,Specific Gravity,All Grain,,
277,18.93,1.063,1.015,6.41,8.58,28.31,7.57,60,1.159,35.0,,Specific Gravity,extract,1.0,15.56
278,18.93,1.06,1.015,5.99,21.4,50.0,28.39,60,1.04,65.0,1.5,Specific Gravity,All Grain,0.35,21.11
279,18.0,1.05,1.014,4.76,18.03,3.6,21.0,60,1.043,75.0,2.9,Specific Gravity,All Grain,,
280,21.0,1.052,1.014,4.89,50.31,7.5,5.0,90,1.217,35.0,,Specific Gravity,extract,1.0,18.0
281,20.82,1.082,1.016,8.61,66.84,13.62,28.39,90,1.055,70.0,1.5,Specific Gravity,All Grain,,20.0
282,20.82,1.064,1.015,6.43,62.92,6.58,15.14,60,1.088,35.0,,Specific Gravity,extract,0.5,22.22
283,7.57,1.055,1.015,5.19,32.46,14.31,9.46,60,1.044,35.0,,Specific Gravity,extract,0.35,18.33
284,15.0,1.07,1.012,7.58,42.93,9.0,20.0,60,1.052,60.0,3.5,Specific Gravity,All Grain,,18.0
285,21.0,1.061,1.012,6.47,60.85,5.11,30.0,60,1.043,77.0,3.0,Specific Gravity,All Grain,1.25,20.0
286,20.82,1.026,1.006,2.52,0.0,8.4,28.39,60,1.0190000000000001,35.0,1.5,Specific Gravity,All Grain,,
287,39.75,1.0590000000000002,1.016,5.58,27.59,6.28,47.32,60,1.05,75.0,1.5,Specific Gravity,All Grain,,23.33
288,20.82,1.064,1.015,6.39,94.25,11.13,11.36,60,1.117,50.0,,Specific Gravity,Partial Mash,0.35,21.11
289,20.82,1.08,1.0190000000000001,8.01,50.55,4.84,28.39,60,1.0590000000000002,75.0,1.5,Specific Gravity,All Grain,,22.22
290,15.0,1.053,1.013,5.24,0.0,4.18,24.0,60,1.033,65.0,,Specific Gravity,BIAB,,
291,22.71,1.053,1.011,5.57,52.48,7.45,18.93,60,1.064,73.0,,Specific Gravity,BIAB,,
292,19.0,1.0590000000000002,1.01,6.37,55.41,9.77,25.0,60,1.045,60.0,,Specific Gravity,BIAB,,19.0
293,20.0,1.077,1.018,7.83,64.92,5.14,24.0,60,1.065,70.0,,Specific Gravity,All Grain,,
294,20.8,1.044,1.008,4.84,45.74,3.96,28.4,60,1.033,75.0,2.7,Specific Gravity,All Grain,,19.0
295,23.0,1.041,1.008,4.32,2.64,3.46,5.0,10,1.187,35.0,,Specific Gravity,extract,,21.0
296,4.54,1.088,1.0170000000000001,9.3,69.35,4.5,7.57,60,1.053,35.0,,Specific Gravity,extract,,18.89
297,20.0,1.058,1.018,5.26,50.78,11.22,29.0,90,1.04,70.0,3.0,Specific Gravity,All Grain,,18.0
298,13.25,1.054,1.0090000000000001,5.89,21.71,3.29,17.53,60,1.041,70.0,1.25,Specific Gravity,All Grain,,
299,20.0,1.046,1.0090000000000001,4.87,31.53,7.9,27.0,60,1.034,60.0,,Specific Gravity,BIAB,,20.0
300,18.93,1.0659999999999998,1.016,6.45,53.63,40.0,18.93,60,1.0659999999999998,40.0,,Specific Gravity,extract,0.75,20.0
301,20.0,1.055,1.014,5.36,22.72,4.12,18.0,60,1.061,70.0,2.6,Specific Gravity,All Grain,,21.0
302,21.0,1.047,1.011,4.7,40.07,5.43,25.0,60,1.0390000000000001,75.0,,Specific Gravity,All Grain,,24.0
303,8.0,1.051,1.016,4.62,63.87,19.94,9.0,60,1.045,70.0,3.1,Specific Gravity,All Grain,0.35,24.5
304,20.0,1.06,1.015,5.9,60.77,4.09,28.0,60,1.043,75.0,4.0,Specific Gravity,All Grain,0.5,24.0
305,20.82,1.057,1.011,6.05,66.84,11.85,24.61,60,1.048,65.0,1.5,Specific Gravity,All Grain,,
306,20.82,1.053,1.01,5.64,32.43,23.22,11.36,60,1.062,60.0,,Specific Gravity,Partial Mash,,18.33
307,21.77,1.0590000000000002,1.013,5.99,45.88,27.61,25.55,60,1.05,70.0,1.5,Specific Gravity,All Grain,1.0,
308,20.82,1.089,1.0190000000000001,9.24,68.78,10.76,11.36,60,1.021,75.0,,Specific Gravity,Partial Mash,1.0,18.89
309,22.71,1.046,1.011,4.59,19.28,8.18,30.28,60,1.035,80.0,1.75,Specific Gravity,All Grain,0.35,17.78
310,24.0,11.1322,2.47931,4.6,25.48,4.68,24.0,60,9.5,85.0,2.5,Plato,All Grain,,22.0
311,20.0,1.047,1.0090000000000001,4.99,31.21,6.24,24.0,60,1.0390000000000001,75.0,3.0,Specific Gravity,All Grain,,21.0
312,22.71,1.064,1.011,6.98,120.22,6.76,17.03,90,1.085,72.0,,Specific Gravity,Partial Mash,0.75,20.0
313,20.82,1.041,1.008,4.22,21.02,3.73,28.39,60,1.03,70.0,1.5,Specific Gravity,All Grain,,20.0
314,21.0,1.056,1.016,5.35,24.53,7.71,28.5,60,1.042,65.0,3.0,Specific Gravity,All Grain,0.35,22.0
315,18.93,1.072,1.013,7.74,97.24,6.57,28.39,60,1.048,70.0,1.25,Specific Gravity,All Grain,,23.89
316,9.46,1.081,1.0190000000000001,8.11,74.87,5.91,13.25,60,1.051,60.0,1.5,Specific Gravity,All Grain,1.0,20.0
317,37.85,1.107,1.024,10.83,172.08,13.26,53.0,90,1.0759999999999998,70.0,1.5,Specific Gravity,All Grain,,20.0
318,18.93,1.061,1.0170000000000001,5.77,62.05,9.44,22.71,60,1.051,35.0,,Specific Gravity,extract,,
319,21.0,1.064,1.015,6.37,89.58,10.72,26.0,60,1.052,70.0,3.0,Specific Gravity,All Grain,,20.0
320,24.5,1.0590000000000002,1.013,6.07,30.2,5.41,27.0,60,1.054,75.0,3.0,Specific Gravity,All Grain,1.0,32.0
321,20.0,1.053,1.01,5.66,39.74,7.94,28.0,60,1.038,64.0,3.0,Specific Gravity,All Grain,0.35,19.0
322,18.0,1.054,1.0,7.14,0.0,0.0,65.0,60,1.015,75.0,3.5,Specific Gravity,All Grain,,
323,25.0,1.056,1.014,5.48,29.03,21.38,11.0,60,1.127,60.0,,Specific Gravity,extract,,18.0
324,24.0,1.057,1.011,6.07,47.76,6.93,28.4,60,1.048,79.0,2.5,Specific Gravity,All Grain,1.0,20.0
325,10.5,1.064,1.013,6.61,47.2,7.99,16.0,60,1.042,70.0,,Specific Gravity,BIAB,,21.0
326,20.82,1.05,1.011,5.06,22.92,15.76,27.44,60,1.038,79.0,1.45,Specific Gravity,All Grain,0.75,18.33
327,18.93,1.069,1.0170000000000001,6.82,0.0,12.97,22.71,60,,75.0,,Specific Gravity,All Grain,,
328,18.93,1.056,1.014,5.55,0.0,19.64,24.61,60,1.043,35.0,1.5,Specific Gravity,All Grain,,
329,45.42,1.063,1.018,5.9,39.36,7.05,60.57,90,1.047,70.0,1.33,Specific Gravity,All Grain,1.0,20.0
330,41.64,1.071,1.0170000000000001,7.15,59.91,34.62,51.1,60,1.058,80.0,1.5,Specific Gravity,All Grain,,18.33
331,18.93,1.064,1.016,6.32,0.0,21.58,22.71,60,,75.0,,Specific Gravity,All Grain,,
332,22.71,1.115,1.0,15.09,0.0,0.0,9.46,60,1.276,35.0,,Specific Gravity,extract,,
333,1125.0,1.05,1.002,6.25,33.98,3.63,1200.0,75,1.047,72.0,3.0,Specific Gravity,All Grain,1.0,22.0
334,21.0,1.056,1.013,5.66,31.63,5.19,25.0,60,1.047,75.0,3.0,Specific Gravity,All Grain,0.75,18.0
335,24.0,1.052,1.0090000000000001,5.59,31.09,7.46,27.0,60,1.046,75.0,3.0,Specific Gravity,All Grain,2.0,19.0
336,1760.22,1.063,1.018,6.01,39.7,3.89,1877.56,75,1.0590000000000002,78.0,1.0,Specific Gravity,All Grain,1.0,-17.78
337,18.0,1.058,1.015,5.72,50.18,9.73,22.0,60,1.048,75.0,3.0,Specific Gravity,All Grain,,
338,11.36,1.053,1.01,5.65,29.75,5.44,13.25,60,1.045,75.0,,Specific Gravity,Partial Mash,0.35,19.44
339,18.93,1.072,1.0170000000000001,7.26,68.75,9.01,30.28,75,1.045,80.0,1.5,Specific Gravity,All Grain,,18.33
340,18.93,1.055,1.013,5.48,9.23,5.89,24.61,60,1.042,25.0,,Specific Gravity,extract,,21.11
341,20.82,1.07,1.0170000000000001,6.86,57.39,17.55,11.36,60,1.128,35.0,,Specific Gravity,Partial Mash,,20.0
342,24.0,1.061,1.014,6.25,72.31,5.78,28.0,60,1.048,68.0,3.2,Specific Gravity,All Grain,,33.0
343,20.82,1.068,1.021,6.11,183.34,12.11,28.39,60,1.0490000000000002,75.0,1.5,Specific Gravity,All Grain,,
344,20.82,1.054,1.013,5.28,84.22,5.93,28.39,60,1.0390000000000001,65.0,1.5,Specific Gravity,All Grain,,
345,18.93,1.054,1.011,5.64,84.2,8.98,22.71,75,1.045,35.0,,Specific Gravity,extract,,
346,20.82,1.077,1.0190000000000001,7.57,94.01,13.64,11.36,60,1.141,50.0,,Specific Gravity,extract,,
347,19.87,1.079,1.026,6.9,175.13,5.87,24.61,90,1.064,75.0,1.25,Specific Gravity,All Grain,0.75,22.22
348,34.0,1.056,1.013,5.68,43.99,11.25,41.0,60,1.047,65.0,4.0,Specific Gravity,All Grain,,
349,19.31,1.0659999999999998,1.015,6.72,44.73,32.69,15.14,90,1.084,75.0,1.5,Specific Gravity,All Grain,0.5,21.11
350,21.0,1.037,1.0070000000000001,3.99,37.4,12.21,25.6,60,1.03,73.0,2.5,Specific Gravity,All Grain,,20.0
351,18.93,1.05,1.01,5.36,36.14,4.38,18.93,15,1.05,75.0,,Specific Gravity,extract,,18.33
352,20.82,1.068,1.014,7.14,25.22,8.91,11.36,60,1.125,35.0,,Specific Gravity,extract,0.5,
353,600.0,1.114,1.0290000000000001,11.25,76.41,16.51,550.0,90,1.125,80.0,3.0,Specific Gravity,All Grain,,
354,18.93,1.073,1.015,7.7,44.57,5.43,28.39,60,1.0490000000000002,70.0,1.5,Specific Gravity,All Grain,,20.0
355,20.82,1.047,1.011,4.73,16.72,15.3,28.39,30,1.035,75.0,,Specific Gravity,BIAB,,
356,20.82,1.067,1.0170000000000001,6.56,65.07,7.92,25.32,60,1.055,35.0,,Specific Gravity,extract,0.75,17.22
357,18.93,1.068,1.016,6.87,61.13,7.86,22.71,75,1.057,35.0,,Specific Gravity,extract,,
358,20.82,1.063,1.014,6.41,65.69,6.92,24.98,60,1.053,75.0,1.5,Specific Gravity,All Grain,0.75,20.0
359,18.93,1.047,1.013,4.4,40.99,2.72,11.36,60,1.078,35.0,,Specific Gravity,extract,0.75,18.33
360,20.82,1.09,1.022,8.86,64.13,11.57,28.39,60,1.0659999999999998,84.0,1.5,Specific Gravity,All Grain,,
361,20.82,1.057,1.014,5.61,97.35,4.55,29.11,60,1.041,73.0,,Specific Gravity,BIAB,0.5,20.0
362,20.82,1.054,1.0070000000000001,6.08,12.9,3.14,24.61,90,1.0390000000000001,85.0,,Specific Gravity,BIAB,,23.89
363,21.77,1.067,1.01,7.49,51.63,35.28,27.44,60,1.053,70.0,1.3,Specific Gravity,All Grain,,
364,27.44,1.053,1.01,5.68,40.48,6.16,31.23,60,1.047,82.0,1.5,Specific Gravity,All Grain,,
365,25.0,1.0490000000000002,1.01,5.05,50.3,14.14,28.5,60,1.043,64.0,4.0,Specific Gravity,All Grain,0.75,20.0
366,20.82,1.044,1.0090000000000001,4.68,10.54,3.16,23.66,30,1.0390000000000001,65.0,,Specific Gravity,BIAB,,
367,94.64,1.046,1.0090000000000001,4.87,16.53,2.8,104.1,60,1.042,70.0,1.5,Specific Gravity,All Grain,,
368,20.82,1.047,1.008,5.04,22.85,9.05,26.5,60,1.037,70.0,1.5,Specific Gravity,All Grain,,21.11
369,18.93,1.054,1.0090000000000001,5.91,15.7,3.23,30.28,90,1.034,80.0,1.5,Specific Gravity,All Grain,,20.0
370,11.0,1.057,1.014,5.62,28.69,15.45,11.0,60,1.057,8.0,,Specific Gravity,extract,0.35,21.0
371,23.47,1.046,1.008,5.04,54.07,7.8,18.93,75,1.057,70.0,,Specific Gravity,Partial Mash,0.75,22.22
372,21.96,1.079,1.01,9.03,261.93,13.57,34.45,75,1.05,54.0,,Specific Gravity,All Grain,,19.44
373,20.82,1.047,1.011,4.73,40.92,5.76,28.39,60,1.035,65.0,1.5,Specific Gravity,All Grain,,
374,21.0,1.063,1.014,6.39,44.11,5.22,28.5,60,1.046,65.0,,Specific Gravity,BIAB,0.35,18.0
375,15.14,1.05,1.0090000000000001,5.38,29.94,5.34,18.17,60,1.042,65.0,1.5,Specific Gravity,All Grain,,18.89
376,4.5,1.052,1.01,5.57,73.76,4.63,4.0,15,1.0590000000000002,80.0,,Specific Gravity,extract,0.35,21.0
377,124.92,1.06,1.015,5.92,60.86,12.21,140.06,60,1.054,75.0,1.0,Specific Gravity,All Grain,2.0,18.89
378,500.0,1.0590000000000002,1.015,5.84,33.46,4.02,550.0,60,1.054,75.0,3.0,Specific Gravity,All Grain,0.35,18.0
379,24.61,1.058,1.012,5.97,129.51,8.19,30.28,60,1.047,75.0,1.4,Specific Gravity,All Grain,,-17.78
380,10.41,1.053,1.015,5.01,23.42,16.71,13.14,60,1.042,71.0,,Specific Gravity,BIAB,0.35,20.0
381,102.21,1.053,1.01,5.56,44.45,5.38,108.83,60,1.0490000000000002,80.0,1.33,Specific Gravity,All Grain,0.75,17.78
382,20.0,1.044,1.0070000000000001,4.8,12.67,5.19,20.0,60,1.044,55.0,,Specific Gravity,BIAB,0.75,18.0
383,41.64,1.074,1.013,7.91,81.58,3.99,30.28,60,1.101,70.0,1.8,Specific Gravity,All Grain,,
384,24.6,1.058,1.012,5.94,42.91,4.41,28.5,90,1.05,78.0,,Specific Gravity,BIAB,0.5,20.0
385,40.0,1.05,1.0090000000000001,5.27,24.79,5.91,45.0,60,1.044,70.0,,Specific Gravity,All Grain,,
386,20.0,1.057,1.014,5.58,79.09,7.65,25.0,60,1.045,70.0,3.0,Specific Gravity,All Grain,,19.0
387,79.49,1.047,1.011,4.76,23.09,3.37,81.39,60,1.046,70.0,1.25,Specific Gravity,All Grain,0.5,20.0
388,40.0,1.057,1.013,5.82,9.9,3.66,60.0,90,1.038,70.0,2.0,Specific Gravity,All Grain,0.75,21.0
389,21.0,1.092,1.023,9.1,0.0,24.88,11.0,60,1.175,35.0,,Specific Gravity,extract,0.75,
390,20.82,1.058,1.016,5.45,40.09,3.48,22.71,70,1.053,70.0,1.3,Specific Gravity,All Grain,0.35,23.89
391,18.93,1.0659999999999998,1.014,6.75,66.12,7.23,25.74,60,1.048,72.0,1.33,Specific Gravity,All Grain,0.75,18.89
392,20.82,1.055,1.014,5.42,76.88,11.24,24.61,60,1.047,75.0,1.3,Specific Gravity,All Grain,0.35,20.56
393,18.93,1.06,1.015,6.11,30.01,17.66,22.71,60,1.042,35.0,,Specific Gravity,Partial Mash,0.75,17.22
394,30.0,1.045,1.0090000000000001,4.82,34.71,4.97,43.0,60,1.032,70.0,1.5,Specific Gravity,All Grain,0.35,13.0
395,14.0,1.03,1.006,3.12,94.54,7.55,19.0,60,1.022,35.0,2.5,Specific Gravity,All Grain,0.35,19.0
396,11.36,1.054,1.012,5.48,28.73,8.96,15.14,60,1.04,75.0,1.5,Specific Gravity,All Grain,0.35,29.44
397,21.0,1.055,1.016,5.02,28.19,9.11,11.0,60,1.104,35.0,,Specific Gravity,extract,,
398,22.71,1.056,1.011,5.95,0.0,5.12,26.5,20,1.048,70.0,3.0,Specific Gravity,All Grain,0.75,18.33
399,23.0,1.048,1.012,4.74,67.18,6.93,30.0,60,1.037,75.0,3.0,Specific Gravity,All Grain,,21.0
400,45.42,1.064,1.012,7.12,76.88,6.34,51.1,60,1.057,80.0,1.5,Specific Gravity,All Grain,1.0,
401,45.42,1.053,1.01,5.72,47.89,7.01,53.0,60,1.046,70.0,1.25,Specific Gravity,All Grain,,
402,20.82,1.005,1.001,0.46,0.0,0.69,28.39,60,1.003,70.0,1.5,Specific Gravity,All Grain,,
403,23.0,1.038,1.0070000000000001,3.97,45.62,4.64,28.0,70,1.031,70.0,3.0,Specific Gravity,All Grain,,20.5
404,3.79,1.053,1.015,4.89,40.23,5.93,5.68,60,1.035,65.0,1.25,Specific Gravity,All Grain,0.75,18.33
405,20.82,1.052,1.0090000000000001,5.6,30.41,3.83,24.61,60,1.044,75.0,1.4,Specific Gravity,All Grain,,
406,24.61,1.065,1.016,6.56,51.76,9.13,28.39,60,1.057,65.0,1.25,Specific Gravity,All Grain,0.35,18.33
407,18.93,1.07,1.02,6.62,41.86,21.63,30.28,60,1.044,65.0,1.5,Specific Gravity,All Grain,0.35,23.89
408,22.71,1.067,1.021,6.02,25.97,16.21,26.5,60,1.057,75.0,1.5,Specific Gravity,All Grain,,18.33
409,20.82,1.056,1.014,5.5,80.56,7.26,28.39,60,1.041,61.0,1.25,Specific Gravity,All Grain,0.75,16.67
410,12.5,1.0590000000000002,1.015,5.76,57.37,13.11,15.5,60,1.047,77.0,,Specific Gravity,BIAB,,20.0
411,45.42,1.065,1.016,6.36,58.72,8.5,53.0,60,1.055,74.0,1.25,Specific Gravity,All Grain,,
412,20.82,1.032,1.006,3.4,44.07,9.59,28.39,60,1.023,70.0,1.75,Specific Gravity,All Grain,0.35,20.0
413,41.64,1.064,1.0090000000000001,7.19,44.06,4.26,47.32,90,1.056,70.0,1.5,Specific Gravity,All Grain,1.0,18.33
414,20.82,1.068,1.0190000000000001,6.41,62.95,8.27,28.39,60,1.05,70.0,1.5,Specific Gravity,All Grain,,
415,18.93,1.0659999999999998,1.0170000000000001,6.52,0.0,4.44,18.93,60,,75.0,,Specific Gravity,All Grain,,
416,45.6,1.0490000000000002,1.012,4.87,15.02,3.93,52.6,60,1.042,70.0,,Specific Gravity,Partial Mash,0.75,20.0
417,22.0,1.051,1.0090000000000001,5.56,16.9,2.89,28.0,60,1.04,70.0,3.6,Specific Gravity,All Grain,,
418,47.32,1.048,1.013,4.55,149.28,4.69,43.53,60,,70.0,,Specific Gravity,All Grain,,
419,18.93,1.061,1.0190000000000001,5.51,30.29,13.43,28.39,90,1.041,70.0,1.25,Specific Gravity,All Grain,,20.0
420,18.93,1.062,1.012,6.46,56.5,5.8,30.28,60,1.038,62.0,,Specific Gravity,All Grain,,21.11
421,18.93,1.072,1.02,6.81,113.76,8.15,11.36,60,1.119,35.0,,Specific Gravity,extract,0.35,20.0
422,23.0,1.052,1.012,5.28,45.08,14.88,28.5,70,1.042,73.0,3.0,Specific Gravity,All Grain,,
423,10.0,1.046,1.0090000000000001,4.84,45.65,7.66,7.0,60,1.065,35.0,,Specific Gravity,extract,0.35,18.0
424,21.0,1.053,1.011,5.62,70.9,15.76,28.5,60,1.0390000000000001,60.0,3.0,Specific Gravity,All Grain,,24.0
425,22.71,1.0390000000000001,1.0090000000000001,3.89,6.68,4.0,28.39,60,1.031,70.0,1.5,Specific Gravity,All Grain,,
426,19.68,1.0490000000000002,1.0090000000000001,5.32,33.49,8.44,24.98,60,1.0390000000000001,72.0,1.6,Specific Gravity,All Grain,0.75,20.0
427,20.82,1.054,1.013,5.29,25.08,4.56,26.5,60,1.042,70.0,,Specific Gravity,All Grain,,
428,22.0,1.053,1.011,5.47,90.27,6.17,30.0,60,1.0390000000000001,67.0,,Specific Gravity,BIAB,,19.0
429,9.46,1.06,1.012,6.3,64.33,5.85,17.03,60,1.033,70.0,1.25,Specific Gravity,All Grain,,
430,18.93,1.074,1.018,7.35,83.62,8.94,28.39,60,1.05,75.0,1.5,Specific Gravity,All Grain,0.35,20.0
431,45.42,1.056,1.013,5.66,24.29,5.1,53.0,60,1.048,93.0,1.25,Specific Gravity,All Grain,,18.33
432,64.35,1.056,1.01,6.01,64.63,7.14,70.03,90,1.051,70.0,1.5,Specific Gravity,All Grain,,21.11
433,18.93,1.052,1.013,5.17,37.01,3.8,18.93,60,1.052,70.0,1.25,Specific Gravity,All Grain,,
434,38.0,1.068,1.016,6.79,42.71,36.29,45.0,60,1.057,75.0,2.0,Specific Gravity,All Grain,1.25,18.0
435,23.0,1.056,1.011,5.87,32.28,5.89,26.0,60,1.0490000000000002,70.0,4.0,Specific Gravity,All Grain,0.5,20.0
436,23.09,1.051,1.014,4.84,16.8,5.35,34.45,90,1.034,74.0,1.5,Specific Gravity,All Grain,0.35,18.33
437,20.82,1.06,1.015,5.92,28.31,13.39,11.36,60,1.11,35.0,,Specific Gravity,extract,,
438,18.93,1.061,1.015,6.01,60.94,35.87,26.5,60,1.042,75.0,1.5,Specific Gravity,All Grain,,12.78
